20250620	132500034021324	10728035140
20250610	132500033715337	10726103361
20250624	112500034213533	10729445080
20250626	132500034248563	10729688960
20250626	132500034187792	10729886345
20250623	132500034249839	10729703122
20250627	KELHPH2506D00001	10730175110
20250627	JGL54435	10730033183
20250627	KNP25066257	10730166544
20250625	132500034245955	10729676673
20250627	HHSH00328392	10729852734
20250627	CMSHPH250619445	10729866115
20250630	ONEYTYOFA7380300	10730975210
20250502	FRAA25041153	10713926614
20250429	132500032168400	10714549566
20250505	SF1551692384558	#REF!
20250506	NNR51546389	10714301420
20250506	NNR51546506	10714931991
20250506	NNR51546557	10714947413
20250506	NNR51546503	10715065643
20250506	KSA504004704	10715127221
20250506	KSA504004677	10715136225
20250506	NNR80374975	10715160261
20250506	78468030690	10714584474
20250506	AOF162410	10715175392
20250507	TPES25040365	10714678576
20250507	TPES25040364	10715400556
20250508	132500032323673	10715812403
20250508	132500032341832	10715964211
20250508	CMSHPH250418880	10714619776
20250509	BKELHAI2504001	10714614246
20250509	HHSH00298303	10714204385
20250510	UKBHPH25045008	10716201183
20250510	CMSHPH250418984	10716212582
20250510	TSOE25040285	10716478626
20250509	SZADF25044329	10714790871
20250512	HHSH00301324	10716371832
20250512	TPES25050114	10716380114
20250512	285698400	10714794942
20250513	ONEYTYOF52377800	10717350546
20250513	DONA25040644	10716393591
20250513	78468033943	10717288132
20250513	DAETP2513929	10717082973
20250513	MLGEA0005135	10717115206
20250514	NNR51546636	10717483690
20250514	PAE1277025	10717485366
20250514	OFSK003476	10717488590
20250514	VTR25007024	10716560202
20250514	TRO250509	10717662713
20250514	122500032548948	10717512666
20250512	132500032573309	10717669293
20250510	132500032344027	10715982400
20250516	KSA504005022	10718177471
20250517	NNR51546765	10718179582
20250517	MUC35993469	10718693791
20250517	JWLEM25041355	10718526012
20250519	132500032646538	10718209741
20250519	132500032644303	10718195505
20250520	NNR51546908	10719032381
20250520	98800890282	10719231461
20250520	TRE8975614	10719235495
20250520	47935826803	10719242123
20250520	132500032642030	;1071818389
20250520	HHSH00301770	10719030266
20250521	KFLAOE-25032	10718380095
20250521	132500032801672	10719297250
20250522	ONEYTYOF43857400	10719750496
20250522	CMSHPH250519128	10719795005
20250523	CMSHPH250519058	10719669521
20250523	CMSHPH250519063	10719744314
20250523	ONEYTYOF66115300	10719788694
20250524	132500032674300	10718419181
20250524	TPES25050225	10718400616
20250527	KFLAOE-25045	10720701833
20250527	HHAG00024124	10720483234
20250527	AOF162500	10721001433
20250528	TSHPH250507	10721008072
20250528	TSHPH250514	10721018196
20250528	H250500005	10721026865
20250526	132500032731657	10718833614
20250510	132500032732327	10718845061
20250524	132500032941191	10720353126
20250523	132500032954778	10720442833
20250513	132500032554839	10717537575
20250526	132500032994273	10720730006
20250515	112500032623373	10718417140
20250512	132500032556403	10717546583
20250529	CMSHPH250519112	10720698042
20250529	CMSHPH250519142	10721039550
20250522	132500032911735	10720142415
20250522	132500032912271	10720145252
20250529	HHSH00312546	10721644254
20250529	CMSHPH250519158	10722186113
20250530	NNR10366078	10721957972
20250530	NNR51547621	10721961564
20250530	ONEYTYOF66479900	10722376244
20250530	ONEYTYOF66137700	10722346796
20250531	ANBVH895115832	10722269015
